Index,Feature Used,Num of Audio Features,Num of Features,Best F1 mean,Best F1 score,Best Machine Learning Model
382,"Entropy of Energy,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.553734061931,0.222222222222(0.885245901639),KNN(All)
383,"Entropy of Energy,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.553734061931,0.222222222222(0.885245901639),KNN(All)
384,"Entropy of Energy,Spectral Centroid",2,4,0,0.0(0.852459016393),GP-DP(All)
385,"Entropy of Energy,Spectral Centroid,Chroma Deviation",3,6,0.49500554939,0.235294117647(0.754716981132),AB(All)
386,"Entropy of Energy,Spectral Centroid,Chroma Vector",3,28,0.553734061931,0.222222222222(0.885245901639),Linear SVM(All)
387,"Entropy of Energy,Spectral Centroid,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(All)
388,"Entropy of Energy,Spectral Centroid,MFCCs",3,30,0,0.0(0.870967741935),GP-DP(All)
389,"Entropy of Energy,Spectral Centroid,MFCCs,Chroma Deviation",4,32,0.576612903226,0.25(0.903225806452),KNN(All)
390,"Entropy of Energy,Spectral Centroid,MFCCs,Chroma Vector",4,54,0.553734061931,0.222222222222(0.885245901639),KNN(All)
391,"Entropy of Energy,Spectral Centroid,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.553734061931,0.222222222222(0.885245901639),Linear SVM(All)
392,"Entropy of Energy,Spectral Centroid,Spectral Rolloff",3,6,0,0.0(0.852459016393),GP-DP(All)
393,"Entropy of Energy,Spectral Centroid,Spectral Rolloff,Chroma Deviation",4,8,0.533333333333,0.2(0.866666666667),KNN(All)
394,"Entropy of Energy,Spectral Centroid,Spectral Rolloff,Chroma Vector",4,30,0,0.0(0.852459016393),GP-DP(All)
395,"Entropy of Energy,Spectral Centroid,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.597701149425,0.333333333333(0.862068965517),AB(All)
396,"Entropy of Energy,Spectral Centroid,Spectral Rolloff,MFCCs",4,32,0.553734061931,0.222222222222(0.885245901639),AB(All)
397,"Entropy of Energy,Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.553734061931,0.222222222222(0.885245901639),KNN(All)
398,"Entropy of Energy,Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0,0.0(0.852459016393),GP-DP(All)
399,"Entropy of Energy,Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0,0.0(0.870967741935),GP-DP(All)
400,"Entropy of Energy,Spectral Centroid,Spectral Flux",3,6,0,0.0(0.870967741935),GP-DP(All)
401,"Entropy of Energy,Spectral Centroid,Spectral Flux,Chroma Deviation",4,8,0.448484848485,0.133333333333(0.763636363636),AB(All)
402,"Entropy of Energy,Spectral Centroid,Spectral Flux,Chroma Vector",4,30,0.553734061931,0.222222222222(0.885245901639),AB(All)
403,"Entropy of Energy,Spectral Centroid,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(All)
404,"Entropy of Energy,Spectral Centroid,Spectral Flux,MFCCs",4,32,0.597701149425,0.333333333333(0.862068965517),AB(All)
405,"Entropy of Energy,Spectral Centroid,Spectral Flux,MFCCs,Chroma Deviation",5,34,0.553734061931,0.222222222222(0.885245901639),KNN(All)
406,"Entropy of Energy,Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),KNN(All)
407,"Entropy of Energy,Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(All)
408,"Entropy of Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff",4,8,0,0.0(0.870967741935),GP-DP(All)
409,"Entropy of Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0,0.0(0.870967741935),GP-DP(All)
410,"Entropy of Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.497126436782,0.166666666667(0.827586206897),AB(All)
411,"Entropy of Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.497126436782,0.166666666667(0.827586206897),AB(All)
412,"Entropy of Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0,0.0(0.870967741935),GP-DP(All)
413,"Entropy of Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0,0.0(0.870967741935),GP-DP(All)
414,"Entropy of Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.553734061931,0.222222222222(0.885245901639),KNN(All)
415,"Entropy of Energy,Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(All)
416,"Entropy of Energy,Spectral Centroid,Spectral Entropy",3,6,0,0.0(0.852459016393),GP-DP(All)
417,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Chroma Deviation",4,8,0.401709401709,0.111111111111(0.692307692308),AB(All)
418,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Chroma Vector",4,30,0.576612903226,0.25(0.903225806452),KNN(All)
419,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(All)
420,"Entropy of Energy,Spectral Centroid,Spectral Entropy,MFCCs",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(All)
421,"Entropy of Energy,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Deviation",5,34,0.480431848853,0.153846153846(0.80701754386),AB(All)
422,"Entropy of Energy,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),KNN(All)
423,"Entropy of Energy,Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.574898785425,0.307692307692(0.842105263158),AB(All)
424,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff",4,8,0,0.0(0.852459016393),GP-DP(All)
425,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Deviation",5,10,0.553571428571,0.285714285714(0.821428571429),AB(All)
426,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector",5,32,0,0.0(0.852459016393),GP-DP(All)
427,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0,0.0(0.833333333333),GP-DP(All)
428,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs",5,34,0,0.0(0.852459016393),GP-DP(All)
429,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.62249614792,0.363636363636(0.881355932203),AB(All)
430,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.576612903226,0.25(0.903225806452),Linear SVM(All)
431,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0,0.0(0.833333333333),GP-DP(All)
432,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux",4,8,0,0.0(0.852459016393),GP-DP(All)
433,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Deviation",5,10,0.41731409545,0.117647058824(0.716981132075),AB(All)
434,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector",5,32,0.553734061931,0.222222222222(0.885245901639),KNN(All)
435,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(All)
436,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs",5,34,0,0.0(0.870967741935),GP-DP(All)
437,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",6,36,0.553734061931,0.222222222222(0.885245901639),KNN(All)
438,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",6,58,0.533333333333,0.2(0.866666666667),KNN(All)
439,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(All)
440,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff",5,10,0,0.0(0.852459016393),GP-DP(All)
441,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,12,0,0.0(0.870967741935),GP-DP(All)
442,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",6,34,0.497126436782,0.166666666667(0.827586206897),AB(All)
443,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.464285714286,0.142857142857(0.785714285714),AB(All)
444,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",6,36,0,0.0(0.852459016393),GP-DP(All)
445,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.553734061931,0.222222222222(0.885245901639),KNN(All)
446,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.553734061931,0.222222222222(0.885245901639),KNN(All)
447,"Entropy of Energy,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.553734061931,0.222222222222(0.885245901639),KNN(All)
448,"Entropy of Energy,Spectral Centroid,Spectral Spread",3,6,0.553734061931,0.222222222222(0.885245901639),KNN(All)
449,"Entropy of Energy,Spectral Centroid,Spectral Spread,Chroma Deviation",4,8,0.576612903226,0.25(0.903225806452),KNN(All)
450,"Entropy of Energy,Spectral Centroid,Spectral Spread,Chroma Vector",4,30,0.553734061931,0.222222222222(0.885245901639),KNN(All)
451,"Entropy of Energy,Spectral Centroid,Spectral Spread,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),Linear SVM(All)
452,"Entropy of Energy,Spectral Centroid,Spectral Spread,MFCCs",4,32,0.576612903226,0.25(0.903225806452),KNN(All)
453,"Entropy of Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Deviation",5,34,0.65,0.4(0.9),KNN(All)
454,"Entropy of Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector",5,56,0.576612903226,0.25(0.903225806452),KNN(All)
455,"Entropy of Energy,Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(All)
456,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff",4,8,0,0.0(0.888888888889),GP-DP(All)
457,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Deviation",5,10,0.553734061931,0.222222222222(0.885245901639),KNN(All)
458,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector",5,32,0.553734061931,0.222222222222(0.885245901639),KNN(All)
459,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.597701149425,0.333333333333(0.862068965517),AB(All)
460,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs",5,34,0.553734061931,0.222222222222(0.885245901639),KNN(All)
461,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.533333333333,0.2(0.866666666667),KNN(All)
462,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.553734061931,0.222222222222(0.885245901639),KNN(All)
463,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
464,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux",4,8,0.70303030303,0.533333333333(0.872727272727),AB(All)
465,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Deviation",5,10,0.533333333333,0.266666666667(0.8),AB(All)
466,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector",5,32,0.553734061931,0.222222222222(0.885245901639),KNN(All)
467,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(All)
468,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs",5,34,0.553734061931,0.222222222222(0.885245901639),KNN(All)
469,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Deviation",6,36,0.576612903226,0.25(0.903225806452),KNN(All)
470,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector",6,58,0.576612903226,0.25(0.903225806452),KNN(All)
471,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(All)
472,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff",5,10,0.448484848485,0.133333333333(0.763636363636),AB(All)
473,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,12,0.513888888889,0.25(0.777777777778),AB(All)
474,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector",6,34,0.480431848853,0.153846153846(0.80701754386),AB(All)
475,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.464285714286,0.142857142857(0.785714285714),AB(All)
476,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs",6,36,0.553734061931,0.222222222222(0.885245901639),KNN(All)
477,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.576612903226,0.25(0.903225806452),KNN(All)
478,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.553734061931,0.222222222222(0.885245901639),AB(All)
479,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.553734061931,0.222222222222(0.885245901639),KNN(All)
480,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy",4,8,0.576612903226,0.25(0.903225806452),KNN(All)
481,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Deviation",5,10,0.557823129252,0.380952380952(0.734693877551),AB(All)
482,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Vector",5,32,0.553734061931,0.222222222222(0.885245901639),Linear SVM(All)
483,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Vector,Chroma Deviation",6,34,0.553734061931,0.222222222222(0.885245901639),KNN(All)
484,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs",5,34,0.553734061931,0.222222222222(0.885245901639),KNN(All)
485,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Deviation",6,36,0.576612903226,0.25(0.903225806452),KNN(All)
486,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector",6,58,0.576612903226,0.25(0.903225806452),KNN(All)
487,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(All)
488,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff",5,10,0.533333333333,0.2(0.866666666667),KNN(All)
489,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Deviation",6,12,0.448484848485,0.133333333333(0.763636363636),AB(All)
490,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector",6,34,0.553734061931,0.222222222222(0.885245901639),KNN(All)
491,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,36,0.576612903226,0.25(0.903225806452),Linear SVM(All)
492,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs",6,36,0.533333333333,0.2(0.866666666667),KNN(All)
493,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",7,38,0.464285714286,0.142857142857(0.785714285714),AB(All)
494,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",7,60,0.553734061931,0.222222222222(0.885245901639),Linear SVM(All)
495,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.681238615665,0.444444444444(0.918032786885),Linear SVM(All)
496,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux",5,10,0.57269700333,0.352941176471(0.792452830189),AB(All)
497,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Deviation",6,12,0.618181818182,0.4(0.836363636364),AB(All)
498,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector",6,34,0.576612903226,0.25(0.903225806452),KNN(All)
499,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",7,36,0.553734061931,0.222222222222(0.885245901639),KNN(All)
500,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs",6,36,0.553734061931,0.222222222222(0.885245901639),KNN(All)
501,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",7,38,0.576612903226,0.25(0.903225806452),KNN(All)
502,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",7,60,0.576612903226,0.25(0.903225806452),KNN(All)
503,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",8,62,0.576612903226,0.25(0.903225806452),KNN(All)
504,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff",6,12,0.480431848853,0.153846153846(0.80701754386),AB(All)
505,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",7,14,0,0.0(0.852459016393),GP-DP(All)
506,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",7,36,0.576612903226,0.25(0.903225806452),KNN(All)
507,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",8,38,0.553734061931,0.222222222222(0.885245901639),KNN(All)
508,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",7,38,0.553734061931,0.222222222222(0.885245901639),KNN(All)
509,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",8,40,0.65,0.4(0.9),KNN(All)
510,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",8,62,0.553734061931,0.222222222222(0.885245901639),KNN(All)
511,"Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",9,64,0.553734061931,0.222222222222(0.885245901639),KNN(All)
512,Energy,1,2,0,0.0(0.888888888889),GP-DP(All)
513,"Energy,Chroma Deviation",2,4,0,0.0(0.888888888889),GP-DP(All)
514,"Energy,Chroma Vector",2,26,0.576612903226,0.25(0.903225806452),GP-DP(All)
515,"Energy,Chroma Vector,Chroma Deviation",3,28,0.576612903226,0.25(0.903225806452),GP-DP(All)
516,"Energy,MFCCs",2,28,0,0.0(0.888888888889),GP-DP(All)
517,"Energy,MFCCs,Chroma Deviation",3,30,0.553734061931,0.222222222222(0.885245901639),AB(All)
518,"Energy,MFCCs,Chroma Vector",3,52,0.681238615665,0.444444444444(0.918032786885),GP-DP(All)
519,"Energy,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.681238615665,0.444444444444(0.918032786885),GP-DP(All)
520,"Energy,Spectral Rolloff",2,4,0,0.0(0.888888888889),GP-DP(All)
521,"Energy,Spectral Rolloff,Chroma Deviation",3,6,0,0.0(0.888888888889),GP-DP(All)
522,"Energy,Spectral Rolloff,Chroma Vector",3,28,0.576612903226,0.25(0.903225806452),GP-DP(All)
523,"Energy,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),GP-DP(All)
524,"Energy,Spectral Rolloff,MFCCs",3,30,0,0.0(0.888888888889),GP-DP(All)
525,"Energy,Spectral Rolloff,MFCCs,Chroma Deviation",4,32,0,0.0(0.888888888889),GP-DP(All)
526,"Energy,Spectral Rolloff,MFCCs,Chroma Vector",4,54,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
527,"Energy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
528,"Energy,Spectral Flux",2,4,0,0.0(0.888888888889),GP-DP(All)
529,"Energy,Spectral Flux,Chroma Deviation",3,6,0.576612903226,0.25(0.903225806452),KNN(All)
530,"Energy,Spectral Flux,Chroma Vector",3,28,0.480431848853,0.153846153846(0.80701754386),AB(All)
531,"Energy,Spectral Flux,Chroma Vector,Chroma Deviation",4,30,0.533333333333,0.2(0.866666666667),AB(All)
532,"Energy,Spectral Flux,MFCCs",3,30,0.576612903226,0.25(0.903225806452),KNN(All)
533,"Energy,Spectral Flux,MFCCs,Chroma Deviation",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(All)
534,"Energy,Spectral Flux,MFCCs,Chroma Vector",4,54,0.533333333333,0.2(0.866666666667),AB(All)
535,"Energy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",5,56,0,0.0(0.852459016393),GP-DP(All)
536,"Energy,Spectral Flux,Spectral Rolloff",3,6,0,0.0(0.888888888889),GP-DP(All)
537,"Energy,Spectral Flux,Spectral Rolloff,Chroma Deviation",4,8,0,0.0(0.888888888889),GP-DP(All)
538,"Energy,Spectral Flux,Spectral Rolloff,Chroma Vector",4,30,0.533333333333,0.2(0.866666666667),AB(All)
539,"Energy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.533333333333,0.2(0.866666666667),AB(All)
540,"Energy,Spectral Flux,Spectral Rolloff,MFCCs",4,32,0,0.0(0.888888888889),GP-DP(All)
541,"Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0,0.0(0.888888888889),GP-DP(All)
542,"Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.533333333333,0.2(0.866666666667),AB(All)
543,"Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.533333333333,0.2(0.866666666667),AB(All)
544,"Energy,Spectral Entropy",2,4,0.480431848853,0.153846153846(0.80701754386),AB(All)
545,"Energy,Spectral Entropy,Chroma Deviation",3,6,0.448484848485,0.133333333333(0.763636363636),AB(All)
546,"Energy,Spectral Entropy,Chroma Vector",3,28,0,0.0(0.870967741935),GP-DP(All)
547,"Energy,Spectral Entropy,Chroma Vector,Chroma Deviation",4,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
548,"Energy,Spectral Entropy,MFCCs",3,30,0,0.0(0.888888888889),GP-DP(All)
549,"Energy,Spectral Entropy,MFCCs,Chroma Deviation",4,32,0.533333333333,0.2(0.866666666667),AB(All)
550,"Energy,Spectral Entropy,MFCCs,Chroma Vector",4,54,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
551,"Energy,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.65,0.4(0.9),Linear SVM(All)
552,"Energy,Spectral Entropy,Spectral Rolloff",3,6,0.497126436782,0.166666666667(0.827586206897),AB(All)
553,"Energy,Spectral Entropy,Spectral Rolloff,Chroma Deviation",4,8,0.553734061931,0.222222222222(0.885245901639),AB(All)
554,"Energy,Spectral Entropy,Spectral Rolloff,Chroma Vector",4,30,0,0.0(0.870967741935),GP-DP(All)
555,"Energy,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
556,"Energy,Spectral Entropy,Spectral Rolloff,MFCCs",4,32,0,0.0(0.888888888889),GP-DP(All)
557,"Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0,0.0(0.888888888889),GP-DP(All)
558,"Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
559,"Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
560,"Energy,Spectral Entropy,Spectral Flux",3,6,0.553571428571,0.285714285714(0.821428571429),AB(All)
561,"Energy,Spectral Entropy,Spectral Flux,Chroma Deviation",4,8,0.480431848853,0.153846153846(0.80701754386),AB(All)
562,"Energy,Spectral Entropy,Spectral Flux,Chroma Vector",4,30,0.553734061931,0.222222222222(0.885245901639),AB(All)
563,"Energy,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.514637904468,0.181818181818(0.847457627119),AB(All)
564,"Energy,Spectral Entropy,Spectral Flux,MFCCs",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(All)
565,"Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",5,34,0.533333333333,0.266666666667(0.8),AB(All)
566,"Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",5,56,0,0.0(0.852459016393),GP-DP(All)
567,"Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.514637904468,0.181818181818(0.847457627119),AB(All)
568,"Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff",4,8,0.480431848853,0.153846153846(0.80701754386),AB(All)
569,"Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0.553571428571,0.285714285714(0.821428571429),AB(All)
570,"Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.514637904468,0.181818181818(0.847457627119),AB(All)
