Index,Feature Used,Num of Audio Features,Num of Features,Best F1 mean,Best F1 score,Best Machine Learning Model
1,Chroma Deviation,1,2,0.553734061931,0.222222222222(0.885245901639),KNN(FCBF)
2,Chroma Vector,1,24,0.62249614792,0.363636363636(0.881355932203),AB(CFS)
3,"Chroma Vector,Chroma Deviation",2,26,0.62249614792,0.363636363636(0.881355932203),AB(CFS)
4,MFCCs,1,26,0.62249614792,0.363636363636(0.881355932203),AB(All)
5,"MFCCs,Chroma Deviation",2,28,0.65,0.4(0.9),AB(All)
6,"MFCCs,Chroma Vector",2,50,0.681238615665,0.444444444444(0.918032786885),GP-DP(All)
7,"MFCCs,Chroma Vector,Chroma Deviation",3,52,0.681238615665,0.444444444444(0.918032786885),GP-DP(All)
8,Spectral Rolloff,1,2,0,0.0(0.888888888889),GP-DP(MRMR)
9,"Spectral Rolloff,Chroma Deviation",2,4,0.576612903226,0.25(0.903225806452),KNN(All)
10,"Spectral Rolloff,Chroma Vector",2,26,0.65,0.4(0.9),AB(CFS)
11,"Spectral Rolloff,Chroma Vector,Chroma Deviation",3,28,0.65,0.4(0.9),AB(CFS)
12,"Spectral Rolloff,MFCCs",2,28,0,0.0(0.888888888889),GP-DP(MRMR)
13,"Spectral Rolloff,MFCCs,Chroma Deviation",3,30,0.576612903226,0.25(0.903225806452),KNN(All)
14,"Spectral Rolloff,MFCCs,Chroma Vector",3,52,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
15,"Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
16,Spectral Flux,1,2,0.576612903226,0.25(0.903225806452),KNN(MRMR)
17,"Spectral Flux,Chroma Deviation",2,4,0.576612903226,0.25(0.903225806452),RBF SVM(All)
18,"Spectral Flux,Chroma Vector",2,26,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
19,"Spectral Flux,Chroma Vector,Chroma Deviation",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
20,"Spectral Flux,MFCCs",2,28,0.681238615665,0.444444444444(0.918032786885),KNN(CIFE)
21,"Spectral Flux,MFCCs,Chroma Deviation",3,30,0.681238615665,0.444444444444(0.918032786885),KNN(CIFE)
22,"Spectral Flux,MFCCs,Chroma Vector",3,52,0.681238615665,0.444444444444(0.918032786885),KNN(CIFE)
23,"Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.681238615665,0.444444444444(0.918032786885),KNN(CIFE)
24,"Spectral Flux,Spectral Rolloff",2,4,0.576612903226,0.25(0.903225806452),KNN(MRMR)
25,"Spectral Flux,Spectral Rolloff,Chroma Deviation",3,6,0.576612903226,0.25(0.903225806452),KNN(MRMR)
26,"Spectral Flux,Spectral Rolloff,Chroma Vector",3,28,0.576612903226,0.25(0.903225806452),KNN(MRMR)
27,"Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(MRMR)
28,"Spectral Flux,Spectral Rolloff,MFCCs",3,30,0.576612903226,0.25(0.903225806452),KNN(MRMR)
29,"Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",4,32,0.576612903226,0.25(0.903225806452),KNN(MRMR)
30,"Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",4,54,0.576612903226,0.25(0.903225806452),KNN(MRMR)
31,"Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(MRMR)
32,Spectral Entropy,1,2,0.513888888889,0.25(0.777777777778),AB(MRMR)
33,"Spectral Entropy,Chroma Deviation",2,4,0.597701149425,0.333333333333(0.862068965517),AB(CIFE)
34,"Spectral Entropy,Chroma Vector",2,26,0.65,0.4(0.9),AB(CFS)
35,"Spectral Entropy,Chroma Vector,Chroma Deviation",3,28,0.65,0.4(0.9),AB(CFS)
36,"Spectral Entropy,MFCCs",2,28,0.574898785425,0.307692307692(0.842105263158),AB(All)
37,"Spectral Entropy,MFCCs,Chroma Deviation",3,30,0.553571428571,0.285714285714(0.821428571429),AB(CFS)
38,"Spectral Entropy,MFCCs,Chroma Vector",3,52,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
39,"Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.65,0.4(0.9),Linear SVM(All)
40,"Spectral Entropy,Spectral Rolloff",2,4,0.597701149425,0.333333333333(0.862068965517),AB(CIFE)
41,"Spectral Entropy,Spectral Rolloff,Chroma Deviation",3,6,0.597701149425,0.333333333333(0.862068965517),AB(CIFE)
42,"Spectral Entropy,Spectral Rolloff,Chroma Vector",3,28,0.597701149425,0.333333333333(0.862068965517),AB(CIFE)
43,"Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,30,0.597701149425,0.333333333333(0.862068965517),AB(CIFE)
44,"Spectral Entropy,Spectral Rolloff,MFCCs",3,30,0.681238615665,0.444444444444(0.918032786885),KNN(All)
45,"Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",4,32,0.597701149425,0.333333333333(0.862068965517),AB(CIFE)
46,"Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",4,54,0.597701149425,0.333333333333(0.862068965517),AB(CIFE)
47,"Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.597701149425,0.333333333333(0.862068965517),AB(CIFE)
48,"Spectral Entropy,Spectral Flux",2,4,0.594907407407,0.375(0.814814814815),AB(All)
49,"Spectral Entropy,Spectral Flux,Chroma Deviation",3,6,0.626068376068,0.444444444444(0.807692307692),AB(All)
50,"Spectral Entropy,Spectral Flux,Chroma Vector",3,28,0.553734061931,0.222222222222(0.885245901639),AB(CFS)
51,"Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",4,30,0.553734061931,0.222222222222(0.885245901639),AB(CFS)
52,"Spectral Entropy,Spectral Flux,MFCCs",3,30,0.553571428571,0.285714285714(0.821428571429),AB(CIFE)
53,"Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",4,32,0.553734061931,0.222222222222(0.885245901639),KNN(All)
54,"Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",4,54,0.553571428571,0.285714285714(0.821428571429),AB(CIFE)
55,"Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(All)
56,"Spectral Entropy,Spectral Flux,Spectral Rolloff",3,6,0.553571428571,0.285714285714(0.821428571429),AB(CIFE)
57,"Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",4,8,0.553571428571,0.285714285714(0.821428571429),AB(CIFE)
58,"Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",4,30,0.553571428571,0.285714285714(0.821428571429),AB(CIFE)
59,"Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.553571428571,0.285714285714(0.821428571429),AB(CIFE)
60,"Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",4,32,0.553571428571,0.285714285714(0.821428571429),AB(CIFE)
61,"Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.553571428571,0.285714285714(0.821428571429),AB(CIFE)
62,"Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.576612903226,0.25(0.903225806452),KNN(All)
63,"Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.553571428571,0.285714285714(0.821428571429),AB(CIFE)
64,Spectral Spread,1,2,0.576612903226,0.25(0.903225806452),KNN(FCBF)
65,"Spectral Spread,Chroma Deviation",2,4,0.576612903226,0.25(0.903225806452),KNN(FCBF)
66,"Spectral Spread,Chroma Vector",2,26,0.62249614792,0.363636363636(0.881355932203),GP-DP(All)
67,"Spectral Spread,Chroma Vector,Chroma Deviation",3,28,0.65,0.4(0.9),GP-DP(All)
68,"Spectral Spread,MFCCs",2,28,0.65,0.4(0.9),AB(All)
69,"Spectral Spread,MFCCs,Chroma Deviation",3,30,0.62249614792,0.363636363636(0.881355932203),AB(CFS)
70,"Spectral Spread,MFCCs,Chroma Vector",3,52,0.65,0.4(0.9),GP-DP(All)
71,"Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.65,0.4(0.9),GP-DP(All)
72,"Spectral Spread,Spectral Rolloff",2,4,0.576612903226,0.25(0.903225806452),KNN(FCBF)
73,"Spectral Spread,Spectral Rolloff,Chroma Deviation",3,6,0.576612903226,0.25(0.903225806452),KNN(FCBF)
74,"Spectral Spread,Spectral Rolloff,Chroma Vector",3,28,0.576612903226,0.25(0.903225806452),KNN(FCBF)
75,"Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),Linear SVM(All)
76,"Spectral Spread,Spectral Rolloff,MFCCs",3,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
77,"Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",4,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
78,"Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",4,54,0.576612903226,0.25(0.903225806452),KNN(FCBF)
79,"Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
80,"Spectral Spread,Spectral Flux",2,4,0.669365721997,0.461538461538(0.877192982456),AB(All)
81,"Spectral Spread,Spectral Flux,Chroma Deviation",3,6,0.576612903226,0.25(0.903225806452),KNN(FCBF)
82,"Spectral Spread,Spectral Flux,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
83,"Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
84,"Spectral Spread,Spectral Flux,MFCCs",3,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
85,"Spectral Spread,Spectral Flux,MFCCs,Chroma Deviation",4,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
86,"Spectral Spread,Spectral Flux,MFCCs,Chroma Vector",4,54,0.576612903226,0.25(0.903225806452),KNN(FCBF)
87,"Spectral Spread,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
88,"Spectral Spread,Spectral Flux,Spectral Rolloff",3,6,0.576612903226,0.25(0.903225806452),KNN(FCBF)
89,"Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Deviation",4,8,0.576612903226,0.25(0.903225806452),KNN(FCBF)
90,"Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
91,"Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
92,"Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs",4,32,0.62249614792,0.363636363636(0.881355932203),KNN(All)
93,"Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
94,"Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
95,"Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
96,"Spectral Spread,Spectral Entropy",2,4,0.576612903226,0.25(0.903225806452),KNN(FCBF)
97,"Spectral Spread,Spectral Entropy,Chroma Deviation",3,6,0.576612903226,0.25(0.903225806452),KNN(FCBF)
98,"Spectral Spread,Spectral Entropy,Chroma Vector",3,28,0.576612903226,0.25(0.903225806452),KNN(FCBF)
99,"Spectral Spread,Spectral Entropy,Chroma Vector,Chroma Deviation",4,30,0.681238615665,0.444444444444(0.918032786885),Linear SVM(All)
100,"Spectral Spread,Spectral Entropy,MFCCs",3,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
101,"Spectral Spread,Spectral Entropy,MFCCs,Chroma Deviation",4,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
102,"Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector",4,54,0.65,0.4(0.9),Linear SVM(All)
103,"Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.65,0.4(0.9),Linear SVM(All)
104,"Spectral Spread,Spectral Entropy,Spectral Rolloff",3,6,0.576612903226,0.25(0.903225806452),KNN(FCBF)
105,"Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Deviation",4,8,0.576612903226,0.25(0.903225806452),KNN(FCBF)
106,"Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector",4,30,0.576612903226,0.25(0.903225806452),Linear SVM(All)
107,"Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.681238615665,0.444444444444(0.918032786885),Linear SVM(All)
108,"Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs",4,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
109,"Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
110,"Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.576612903226,0.25(0.903225806452),Linear SVM(All)
111,"Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.681238615665,0.444444444444(0.918032786885),Linear SVM(All)
112,"Spectral Spread,Spectral Entropy,Spectral Flux",3,6,0.594907407407,0.375(0.814814814815),AB(All)
113,"Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Deviation",4,8,0.594907407407,0.375(0.814814814815),AB(CFS)
114,"Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector",4,30,0.594907407407,0.375(0.814814814815),AB(CFS)
115,"Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.594907407407,0.375(0.814814814815),AB(CFS)
116,"Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs",4,32,0.594907407407,0.375(0.814814814815),AB(CFS)
117,"Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",5,34,0.594907407407,0.375(0.814814814815),AB(CFS)
118,"Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",5,56,0.594907407407,0.375(0.814814814815),AB(CFS)
119,"Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.594907407407,0.375(0.814814814815),AB(CFS)
120,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff",4,8,0.594907407407,0.375(0.814814814815),AB(CFS)
121,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0.594907407407,0.375(0.814814814815),AB(CFS)
122,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.594907407407,0.375(0.814814814815),AB(CFS)
123,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.594907407407,0.375(0.814814814815),AB(CFS)
124,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0.594907407407,0.375(0.814814814815),AB(CFS)
125,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.65,0.4(0.9),KNN(All)
126,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.594907407407,0.375(0.814814814815),AB(CFS)
127,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.594907407407,0.375(0.814814814815),AB(CFS)
128,Spectral Centroid,1,2,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
129,"Spectral Centroid,Chroma Deviation",2,4,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
130,"Spectral Centroid,Chroma Vector",2,26,0.62249614792,0.363636363636(0.881355932203),AB(CFS)
131,"Spectral Centroid,Chroma Vector,Chroma Deviation",3,28,0.65,0.4(0.9),GP-DP(All)
132,"Spectral Centroid,MFCCs",2,28,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
133,"Spectral Centroid,MFCCs,Chroma Deviation",3,30,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
134,"Spectral Centroid,MFCCs,Chroma Vector",3,52,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
135,"Spectral Centroid,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.65,0.4(0.9),GP-DP(All)
136,"Spectral Centroid,Spectral Rolloff",2,4,0.681238615665,0.444444444444(0.918032786885),KNN(CIFE)
137,"Spectral Centroid,Spectral Rolloff,Chroma Deviation",3,6,0.681238615665,0.444444444444(0.918032786885),KNN(CIFE)
138,"Spectral Centroid,Spectral Rolloff,Chroma Vector",3,28,0.681238615665,0.444444444444(0.918032786885),KNN(CIFE)
139,"Spectral Centroid,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,30,0.681238615665,0.444444444444(0.918032786885),KNN(CIFE)
140,"Spectral Centroid,Spectral Rolloff,MFCCs",3,30,0.681238615665,0.444444444444(0.918032786885),KNN(CIFE)
141,"Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Deviation",4,32,0.681238615665,0.444444444444(0.918032786885),KNN(CIFE)
142,"Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector",4,54,0.681238615665,0.444444444444(0.918032786885),KNN(CIFE)
143,"Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.681238615665,0.444444444444(0.918032786885),KNN(CIFE)
144,"Spectral Centroid,Spectral Flux",2,4,0.642857142857,0.428571428571(0.857142857143),AB(All)
145,"Spectral Centroid,Spectral Flux,Chroma Deviation",3,6,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
146,"Spectral Centroid,Spectral Flux,Chroma Vector",3,28,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
147,"Spectral Centroid,Spectral Flux,Chroma Vector,Chroma Deviation",4,30,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
148,"Spectral Centroid,Spectral Flux,MFCCs",3,30,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
149,"Spectral Centroid,Spectral Flux,MFCCs,Chroma Deviation",4,32,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
150,"Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector",4,54,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
151,"Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(All)
152,"Spectral Centroid,Spectral Flux,Spectral Rolloff",3,6,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
153,"Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Deviation",4,8,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
154,"Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector",4,30,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
155,"Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
156,"Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs",4,32,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
157,"Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
158,"Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
159,"Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
160,"Spectral Centroid,Spectral Entropy",2,4,0.576612903226,0.25(0.903225806452),KNN(All)
161,"Spectral Centroid,Spectral Entropy,Chroma Deviation",3,6,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
162,"Spectral Centroid,Spectral Entropy,Chroma Vector",3,28,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
163,"Spectral Centroid,Spectral Entropy,Chroma Vector,Chroma Deviation",4,30,0.65,0.4(0.9),Linear SVM(All)
164,"Spectral Centroid,Spectral Entropy,MFCCs",3,30,0.65,0.4(0.9),KNN(All)
165,"Spectral Centroid,Spectral Entropy,MFCCs,Chroma Deviation",4,32,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
166,"Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector",4,54,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
167,"Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.574898785425,0.307692307692(0.842105263158),AB(All)
168,"Spectral Centroid,Spectral Entropy,Spectral Rolloff",3,6,0.576612903226,0.25(0.903225806452),KNN(All)
169,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Deviation",4,8,0.58,0.4(0.76),AB(All)
170,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector",4,30,0.576612903226,0.25(0.903225806452),Linear SVM(All)
171,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),Linear SVM(All)
172,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs",4,32,0.681238615665,0.444444444444(0.918032786885),KNN(All)
173,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.62249614792,0.363636363636(0.881355932203),AB(All)
174,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.576612903226,0.25(0.903225806452),Linear SVM(All)
175,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(CFS)
176,"Spectral Centroid,Spectral Entropy,Spectral Flux",3,6,0.574898785425,0.307692307692(0.842105263158),AB(All)
177,"Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Deviation",4,8,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
178,"Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector",4,30,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
179,"Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
180,"Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs",4,32,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
181,"Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",5,34,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
182,"Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",5,56,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
183,"Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(All)
184,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff",4,8,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
185,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
186,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
187,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
188,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
189,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
190,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
191,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.574898785425,0.307692307692(0.842105263158),AB(CFS)
192,"Spectral Centroid,Spectral Spread",2,4,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
193,"Spectral Centroid,Spectral Spread,Chroma Deviation",3,6,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
194,"Spectral Centroid,Spectral Spread,Chroma Vector",3,28,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
195,"Spectral Centroid,Spectral Spread,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),Linear SVM(All)
196,"Spectral Centroid,Spectral Spread,MFCCs",3,30,0.576612903226,0.25(0.903225806452),RBF SVM(All)
197,"Spectral Centroid,Spectral Spread,MFCCs,Chroma Deviation",4,32,0.681238615665,0.444444444444(0.918032786885),KNN(All)
198,"Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector",4,54,0.62249614792,0.363636363636(0.881355932203),AB(All)
199,"Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),Linear SVM(All)
200,"Spectral Centroid,Spectral Spread,Spectral Rolloff",3,6,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
201,"Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Deviation",4,8,0.553734061931,0.222222222222(0.885245901639),AB(FCBF)
202,"Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector",4,30,0.576612903226,0.25(0.903225806452),Linear SVM(All)
203,"Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.62249614792,0.363636363636(0.881355932203),AB(All)
204,"Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs",4,32,0.576612903226,0.25(0.903225806452),KNN(All)
205,"Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.681238615665,0.444444444444(0.918032786885),KNN(All)
206,"Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
207,"Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
208,"Spectral Centroid,Spectral Spread,Spectral Flux",3,6,0.642857142857,0.428571428571(0.857142857143),AB(All)
209,"Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Deviation",4,8,0.642857142857,0.428571428571(0.857142857143),AB(CFS)
210,"Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector",4,30,0.642857142857,0.428571428571(0.857142857143),AB(CFS)
211,"Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.642857142857,0.428571428571(0.857142857143),AB(CFS)
