Index,Feature Used,Num of Audio Features,Num of Features,Best F1 mean,Best F1 score,Best Machine Learning Model
1,Chroma Deviation,1,2,0.576612903226,0.25(0.903225806452),KNN(FCBF)
2,Chroma Vector,1,24,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
3,"Chroma Vector,Chroma Deviation",2,26,0.576612903226,0.25(0.903225806452),KNN(FCBF)
4,MFCCs,1,26,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
5,"MFCCs,Chroma Deviation",2,28,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
6,"MFCCs,Chroma Vector",2,50,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
7,"MFCCs,Chroma Vector,Chroma Deviation",3,52,0.698275862069,0.5(0.896551724138),AB(All)
8,Spectral Rolloff,1,2,0,0.0(0.888888888889),GP-DP(MRMR)
9,"Spectral Rolloff,Chroma Deviation",2,4,0.576612903226,0.25(0.903225806452),KNN(FCBF)
10,"Spectral Rolloff,Chroma Vector",2,26,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
11,"Spectral Rolloff,Chroma Vector,Chroma Deviation",3,28,0.576612903226,0.25(0.903225806452),KNN(FCBF)
12,"Spectral Rolloff,MFCCs",2,28,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
13,"Spectral Rolloff,MFCCs,Chroma Deviation",3,30,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
14,"Spectral Rolloff,MFCCs,Chroma Vector",3,52,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
15,"Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.576612903226,0.25(0.903225806452),KNN(FCBF)
16,Spectral Flux,1,2,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
17,"Spectral Flux,Chroma Deviation",2,4,0.65,0.4(0.9),KNN(All)
18,"Spectral Flux,Chroma Vector",2,26,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
19,"Spectral Flux,Chroma Vector,Chroma Deviation",3,28,0.576612903226,0.25(0.903225806452),KNN(FCBF)
20,"Spectral Flux,MFCCs",2,28,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
21,"Spectral Flux,MFCCs,Chroma Deviation",3,30,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
22,"Spectral Flux,MFCCs,Chroma Vector",3,52,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
23,"Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.576612903226,0.25(0.903225806452),KNN(FCBF)
24,"Spectral Flux,Spectral Rolloff",2,4,0,0.0(0.888888888889),GP-DP(MRMR)
25,"Spectral Flux,Spectral Rolloff,Chroma Deviation",3,6,0.576612903226,0.25(0.903225806452),KNN(FCBF)
26,"Spectral Flux,Spectral Rolloff,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
27,"Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
28,"Spectral Flux,Spectral Rolloff,MFCCs",3,30,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
29,"Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",4,32,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
30,"Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",4,54,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
31,"Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
32,Spectral Entropy,1,2,0,0.0(0.888888888889),GP-DP(MRMR)
33,"Spectral Entropy,Chroma Deviation",2,4,0.576612903226,0.25(0.903225806452),KNN(FCBF)
34,"Spectral Entropy,Chroma Vector",2,26,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
35,"Spectral Entropy,Chroma Vector,Chroma Deviation",3,28,0.576612903226,0.25(0.903225806452),KNN(FCBF)
36,"Spectral Entropy,MFCCs",2,28,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
37,"Spectral Entropy,MFCCs,Chroma Deviation",3,30,0.698275862069,0.5(0.896551724138),AB(All)
38,"Spectral Entropy,MFCCs,Chroma Vector",3,52,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
39,"Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.576612903226,0.25(0.903225806452),KNN(FCBF)
40,"Spectral Entropy,Spectral Rolloff",2,4,0,0.0(0.888888888889),GP-DP(MRMR)
41,"Spectral Entropy,Spectral Rolloff,Chroma Deviation",3,6,0.576612903226,0.25(0.903225806452),KNN(FCBF)
42,"Spectral Entropy,Spectral Rolloff,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
43,"Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
44,"Spectral Entropy,Spectral Rolloff,MFCCs",3,30,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
45,"Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",4,32,0.675925925926,0.5(0.851851851852),AB(All)
46,"Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",4,54,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
47,"Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
48,"Spectral Entropy,Spectral Flux",2,4,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
49,"Spectral Entropy,Spectral Flux,Chroma Deviation",3,6,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
50,"Spectral Entropy,Spectral Flux,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
51,"Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
52,"Spectral Entropy,Spectral Flux,MFCCs",3,30,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
53,"Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",4,32,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
54,"Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",4,54,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
55,"Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
56,"Spectral Entropy,Spectral Flux,Spectral Rolloff",3,6,0.497126436782,0.166666666667(0.827586206897),AB(All)
57,"Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",4,8,0.576612903226,0.25(0.903225806452),KNN(FCBF)
58,"Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
59,"Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
60,"Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
61,"Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
62,"Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
63,"Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
64,Spectral Spread,1,2,0.514637904468,0.181818181818(0.847457627119),AB(MRMR)
65,"Spectral Spread,Chroma Deviation",2,4,0.576612903226,0.25(0.903225806452),KNN(FCBF)
66,"Spectral Spread,Chroma Vector",2,26,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
67,"Spectral Spread,Chroma Vector,Chroma Deviation",3,28,0.576612903226,0.25(0.903225806452),KNN(FCBF)
68,"Spectral Spread,MFCCs",2,28,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
69,"Spectral Spread,MFCCs,Chroma Deviation",3,30,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
70,"Spectral Spread,MFCCs,Chroma Vector",3,52,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
71,"Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.597701149425,0.333333333333(0.862068965517),AB(All)
72,"Spectral Spread,Spectral Rolloff",2,4,0,0.0(0.888888888889),GP-DP(MRMR)
73,"Spectral Spread,Spectral Rolloff,Chroma Deviation",3,6,0.576612903226,0.25(0.903225806452),KNN(FCBF)
74,"Spectral Spread,Spectral Rolloff,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
75,"Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
76,"Spectral Spread,Spectral Rolloff,MFCCs",3,30,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
77,"Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",4,32,0.730354391371,0.545454545455(0.915254237288),AB(All)
78,"Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",4,54,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
79,"Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
80,"Spectral Spread,Spectral Flux",2,4,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
81,"Spectral Spread,Spectral Flux,Chroma Deviation",3,6,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
82,"Spectral Spread,Spectral Flux,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
83,"Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
84,"Spectral Spread,Spectral Flux,MFCCs",3,30,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
85,"Spectral Spread,Spectral Flux,MFCCs,Chroma Deviation",4,32,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
86,"Spectral Spread,Spectral Flux,MFCCs,Chroma Vector",4,54,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
87,"Spectral Spread,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
88,"Spectral Spread,Spectral Flux,Spectral Rolloff",3,6,0,0.0(0.888888888889),GP-DP(MRMR)
89,"Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Deviation",4,8,0.576612903226,0.25(0.903225806452),KNN(FCBF)
90,"Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
91,"Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
92,"Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
93,"Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
94,"Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
95,"Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
96,"Spectral Spread,Spectral Entropy",2,4,0.514637904468,0.181818181818(0.847457627119),AB(All)
97,"Spectral Spread,Spectral Entropy,Chroma Deviation",3,6,0.618181818182,0.4(0.836363636364),AB(All)
98,"Spectral Spread,Spectral Entropy,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
99,"Spectral Spread,Spectral Entropy,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
100,"Spectral Spread,Spectral Entropy,MFCCs",3,30,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
101,"Spectral Spread,Spectral Entropy,MFCCs,Chroma Deviation",4,32,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
102,"Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector",4,54,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
103,"Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
104,"Spectral Spread,Spectral Entropy,Spectral Rolloff",3,6,0,0.0(0.888888888889),GP-DP(MRMR)
105,"Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Deviation",4,8,0.576612903226,0.25(0.903225806452),KNN(FCBF)
106,"Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
107,"Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
108,"Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
109,"Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.62249614792,0.363636363636(0.881355932203),AB(All)
110,"Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
111,"Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
112,"Spectral Spread,Spectral Entropy,Spectral Flux",3,6,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
113,"Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Deviation",4,8,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
114,"Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
115,"Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
116,"Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
117,"Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",5,34,0.62249614792,0.363636363636(0.881355932203),AB(All)
118,"Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
119,"Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
120,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff",4,8,0.533333333333,0.2(0.866666666667),AB(All)
121,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0.576612903226,0.25(0.903225806452),KNN(FCBF)
122,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
123,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
124,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
125,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(All)
126,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
127,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
128,Spectral Centroid,1,2,0.514637904468,0.181818181818(0.847457627119),AB(MRMR)
129,"Spectral Centroid,Chroma Deviation",2,4,0.62249614792,0.363636363636(0.881355932203),AB(CIFE)
130,"Spectral Centroid,Chroma Vector",2,26,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
131,"Spectral Centroid,Chroma Vector,Chroma Deviation",3,28,0.576612903226,0.25(0.903225806452),KNN(FCBF)
132,"Spectral Centroid,MFCCs",2,28,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
133,"Spectral Centroid,MFCCs,Chroma Deviation",3,30,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
134,"Spectral Centroid,MFCCs,Chroma Vector",3,52,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
135,"Spectral Centroid,MFCCs,Chroma Vector,Chroma Deviation",4,54,0.576612903226,0.25(0.903225806452),KNN(FCBF)
136,"Spectral Centroid,Spectral Rolloff",2,4,0,0.0(0.888888888889),GP-DP(MRMR)
137,"Spectral Centroid,Spectral Rolloff,Chroma Deviation",3,6,0.576612903226,0.25(0.903225806452),KNN(FCBF)
138,"Spectral Centroid,Spectral Rolloff,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
139,"Spectral Centroid,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
140,"Spectral Centroid,Spectral Rolloff,MFCCs",3,30,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
141,"Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Deviation",4,32,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
142,"Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector",4,54,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
143,"Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
144,"Spectral Centroid,Spectral Flux",2,4,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
145,"Spectral Centroid,Spectral Flux,Chroma Deviation",3,6,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
146,"Spectral Centroid,Spectral Flux,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
147,"Spectral Centroid,Spectral Flux,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
148,"Spectral Centroid,Spectral Flux,MFCCs",3,30,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
149,"Spectral Centroid,Spectral Flux,MFCCs,Chroma Deviation",4,32,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
150,"Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector",4,54,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
151,"Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
152,"Spectral Centroid,Spectral Flux,Spectral Rolloff",3,6,0.514637904468,0.181818181818(0.847457627119),AB(All)
153,"Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Deviation",4,8,0.576612903226,0.25(0.903225806452),KNN(FCBF)
154,"Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
155,"Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
156,"Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
157,"Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
158,"Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
159,"Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
160,"Spectral Centroid,Spectral Entropy",2,4,0.576612903226,0.25(0.903225806452),KNN(CIFE)
161,"Spectral Centroid,Spectral Entropy,Chroma Deviation",3,6,0.618181818182,0.4(0.836363636364),AB(All)
162,"Spectral Centroid,Spectral Entropy,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
163,"Spectral Centroid,Spectral Entropy,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
164,"Spectral Centroid,Spectral Entropy,MFCCs",3,30,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
165,"Spectral Centroid,Spectral Entropy,MFCCs,Chroma Deviation",4,32,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
166,"Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector",4,54,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
167,"Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
168,"Spectral Centroid,Spectral Entropy,Spectral Rolloff",3,6,0.514637904468,0.181818181818(0.847457627119),AB(All)
169,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Deviation",4,8,0.597701149425,0.333333333333(0.862068965517),AB(All)
170,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
171,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
172,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
173,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.65,0.4(0.9),AB(All)
174,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
175,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
176,"Spectral Centroid,Spectral Entropy,Spectral Flux",3,6,0.681238615665,0.444444444444(0.918032786885),KNN(FCBF)
177,"Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Deviation",4,8,0.62249614792,0.363636363636(0.881355932203),KNN(CIFE)
178,"Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
179,"Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
180,"Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
181,"Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
182,"Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
183,"Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
184,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff",4,8,0.62249614792,0.363636363636(0.881355932203),AB(All)
185,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,10,0.576612903226,0.25(0.903225806452),KNN(FCBF)
186,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",5,32,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
187,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,34,0.576612903226,0.25(0.903225806452),KNN(FCBF)
188,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",5,34,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
189,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,36,0.597701149425,0.333333333333(0.862068965517),AB(CFS)
190,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,58,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
191,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,60,0.576612903226,0.25(0.903225806452),KNN(FCBF)
192,"Spectral Centroid,Spectral Spread",2,4,0.732142857143,0.571428571429(0.892857142857),AB(All)
193,"Spectral Centroid,Spectral Spread,Chroma Deviation",3,6,0.787878787879,0.666666666667(0.909090909091),AB(All)
194,"Spectral Centroid,Spectral Spread,Chroma Vector",3,28,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
195,"Spectral Centroid,Spectral Spread,Chroma Vector,Chroma Deviation",4,30,0.576612903226,0.25(0.903225806452),KNN(FCBF)
196,"Spectral Centroid,Spectral Spread,MFCCs",3,30,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
197,"Spectral Centroid,Spectral Spread,MFCCs,Chroma Deviation",4,32,0.62249614792,0.363636363636(0.881355932203),AB(All)
198,"Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector",4,54,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
199,"Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",5,56,0.576612903226,0.25(0.903225806452),KNN(FCBF)
200,"Spectral Centroid,Spectral Spread,Spectral Rolloff",3,6,0.574898785425,0.307692307692(0.842105263158),AB(All)
201,"Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Deviation",4,8,0.576612903226,0.25(0.903225806452),KNN(FCBF)
202,"Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
203,"Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,32,0.576612903226,0.25(0.903225806452),KNN(FCBF)
204,"Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs",4,32,0.730354391371,0.545454545455(0.915254237288),AB(CIFE)
205,"Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",5,34,0.597701149425,0.333333333333(0.862068965517),AB(All)
206,"Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",5,56,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
207,"Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,58,0.576612903226,0.25(0.903225806452),KNN(FCBF)
208,"Spectral Centroid,Spectral Spread,Spectral Flux",3,6,0.798850574713,0.666666666667(0.931034482759),AB(All)
209,"Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Deviation",4,8,0.698275862069,0.5(0.896551724138),AB(All)
210,"Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector",4,30,0.669365721997,0.461538461538(0.877192982456),AB(CFS)
